Id,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,Probability,Predicted_class,Risk
80738,0.57425478,71,0,0.475660377,5299.0,7,0,1,0,0.0,0.0215011930667884,0,low
80739,0.887956685,42,0,0.534086242,4869.0,15,0,1,0,2.0,0.134371020840111,1,medium
80740,0.83568527,43,1,0.347590612,7200.0,17,0,0,0,2.0,0.1307582878264614,1,medium
80741,0.9999999,32,0,0.191726333,2513.0,1,3,0,0,1.0,0.418250615821992,1,medium
80742,0.000222216,71,0,0.0,,2,0,0,0,,0.0024914635210362,0,low
80743,0.044730153,50,1,0.21655753,4275.0,9,0,1,0,3.0,0.0584542964177835,0,low
80744,0.254156825,53,0,0.29996471,8500.0,13,0,1,0,4.0,0.0124326931955666,0,low
80745,0.422652198,60,0,0.238132029,11648.0,11,0,1,0,0.0,0.0158000157923445,0,low
80746,0.020693726,46,0,0.439418095,10035.0,17,0,2,1,2.0,0.1408058241792234,1,medium
80747,0.353293413,35,0,0.36039975,1600.0,8,0,0,0,0.0,0.0321954814783434,0,low
80748,0.474777236,47,0,1076.5,1.0,19,0,2,0,2.0,0.0597581340465326,0,low
80749,0.9999999,30,0,0.306116476,3416.0,7,1,0,0,1.0,0.4018204340369232,1,medium
80750,0.312293567,40,1,0.22244685,15333.0,13,0,5,0,1.0,0.0644335290505807,0,low
80751,0.021535493,70,0,0.074320947,6000.0,10,0,1,0,0.0,0.006220490291776,0,low
80752,0.446339017,44,0,0.584287649,8120.0,9,0,2,0,1.0,0.047636486555311,0,low
80753,0.983836665,45,0,961.0,,12,0,0,0,0.0,0.1720927660246331,1,medium
80754,0.024569024,73,0,1133.0,,4,0,1,0,1.0,0.0036967177475556,0,low
80755,0.16109749,76,0,0.028069043,6198.0,4,0,0,0,0.0,0.0139519608294486,0,low
80756,0.082540499,62,0,0.010905526,8160.0,7,0,0,0,1.0,0.0062559386961197,0,low
80757,0.025903581,82,0,41.0,,14,0,0,0,,0.0071886644437606,0,low
80758,0.048691153,74,0,0.182416107,7449.0,13,1,1,0,0.0,0.1224918648513826,1,medium
80759,0.260470743,49,0,0.274344951,12250.0,19,0,2,0,0.0,0.0196082644603864,0,low
80760,0.157714534,62,0,1.184789441,3181.0,10,0,3,0,0.0,0.0308248521357457,0,low
80761,0.013499856,53,0,0.524557011,10383.0,12,0,2,0,0.0,0.0275774748987822,0,low
80762,0.008426777,35,0,0.451486698,3833.0,22,0,1,1,4.0,0.1050691193970544,1,medium
80763,0.000346009,57,0,0.0,2500.0,5,0,0,0,0.0,0.0058785921233864,0,low
80764,0.9999999,63,0,0.0,4057.0,0,0,0,0,0.0,0.0686404979322081,0,low
80765,0.960723991,32,2,0.462151797,9907.0,20,0,4,2,0.0,0.51237599737515,1,high
80766,0.975804839,33,0,0.382646941,2500.0,6,0,0,0,2.0,0.1001626542796088,1,medium
80767,0.9999999,51,0,89.0,,0,0,0,0,,0.1567933166976692,1,medium
80768,0.029766673,63,0,0.005665722,6000.0,7,0,0,0,0.0,0.0044644990012086,0,low
80769,0.259681093,29,0,0.193451637,4000.0,8,0,0,0,0.0,0.0212419336285495,0,low
80770,0.093272627,79,0,0.370332585,4900.0,6,0,3,0,1.0,0.0051293894168331,0,low
80771,0.40375536,52,0,0.226355405,9166.0,12,0,0,0,0.0,0.0220591029348831,0,low
80772,0.9999999,41,1,0.0,1500.0,0,2,0,0,0.0,0.3482431935838404,1,medium
80773,0.986684421,26,1,0.038897893,1850.0,2,0,0,0,0.0,0.2192102662694421,1,medium
80774,0.257031116,47,0,0.335237823,7000.0,25,0,2,0,1.0,0.0198659282823428,0,low
80775,0.627328126,45,1,0.126879051,7250.0,8,1,1,0,0.0,0.3174733651089557,1,medium
80776,0.104192902,52,0,0.178932179,7622.0,13,0,0,0,0.0,0.0090011145692375,0,low
80777,0.908203672,43,0,835.0,,3,0,0,0,0.0,0.0828213920274314,0,low
80778,0.094544817,27,0,0.622621564,945.0,4,0,1,0,0.0,0.0206353137467092,0,low
80779,0.23850191,77,0,0.055840039,4100.0,3,0,0,0,0.0,0.0109697047824977,0,low
80780,0.704588379,48,0,0.0189981,10000.0,3,0,0,0,2.0,0.041024740960602,0,low
80781,0.9999999,50,3,0.475018925,5283.0,8,2,1,0,1.0,0.5474101179208154,1,high
80782,0.098840252,49,0,0.330676714,6900.0,8,0,1,0,0.0,0.0085929235889292,0,low
80783,0.461110505,47,0,386.0,,4,0,0,0,0.0,0.0468679975916736,0,low
80784,0.362538363,66,0,0.672828096,3245.0,9,0,2,0,0.0,0.0368134464738748,0,low
80785,0.121878122,44,1,0.654564588,3800.0,4,1,1,0,0.0,0.2371892028892023,1,medium
80786,0.078853955,74,0,37.0,,2,0,0,0,0.0,0.0033126854159215,0,low
80787,0.9999999,55,0,0.232059979,2800.0,5,0,0,0,0.0,0.0727289005083546,0,low
80788,0.00949652,53,0,3356.0,,15,0,2,0,0.0,0.0166871786528015,0,low
80789,0.27584052,28,1,0.095323099,2800.0,4,0,0,0,0.0,0.073465768322708,0,low
80790,0.238433788,73,0,2369.0,,8,0,3,0,0.0,0.006882663435737,0,low
80791,0.474366061,62,0,1.675827608,1600.0,9,0,1,0,0.0,0.0648467588855194,0,low
80792,0.820411973,46,0,1.045390922,5000.0,12,0,1,0,2.0,0.2289979728380618,1,medium
80793,0.695341458,44,1,0.195059497,13277.0,14,0,2,0,0.0,0.0689184959637943,0,low
80794,0.033367382,69,0,0.017329482,4500.0,8,0,0,0,0.0,0.0029701116298516,0,low
80795,0.822818037,45,1,0.496188496,10100.0,5,0,2,0,0.0,0.1359181818562326,1,medium
80796,0.9999999,33,0,0.797529775,6800.0,18,0,9,0,1.0,0.3088745581989611,1,medium
80797,0.274257089,50,0,1.042836744,2100.0,14,0,2,0,1.0,0.0442120886116915,0,low
80798,1.0978004,61,0,0.348373661,20167.0,15,0,2,0,1.0,0.0769925778399608,0,low
80799,0.001199975,49,0,0.472723544,4875.0,9,0,1,0,0.0,0.0128517173968698,0,low
80800,0.413288825,39,4,0.346356917,10416.0,9,0,2,0,4.0,0.126079111053653,1,medium
80801,0.0,51,0,0.250937453,13333.0,8,0,1,0,2.0,0.0082601722363986,0,low
80802,0.078092406,58,1,4701.0,,14,0,3,0,0.0,0.0391499438858667,0,low
80803,0.187186202,37,0,0.360055424,5051.0,6,0,2,0,0.0,0.0180199717440812,0,low
80804,0.043504732,38,4,1153.0,,14,0,1,0,1.0,0.1210587240499567,1,medium
80805,0.4574896,56,0,0.479933802,7250.0,18,0,1,0,1.0,0.0357967314369938,0,low
80806,0.035245355,56,0,0.492721659,6800.0,8,0,1,1,1.0,0.0680366744148967,0,low
80807,0.003866195,61,0,28.0,,8,0,1,0,0.0,0.0036095549462593,0,low
80808,0.106735861,38,0,0.519649123,5699.0,16,0,3,0,0.0,0.0234614625094915,0,low
80809,0.001484064,85,0,913.0,,5,0,1,0,0.0,0.0032316775807485,0,low
80810,0.320573984,46,0,2697.0,0.0,14,0,1,0,2.0,0.0272798107056545,0,low
80811,0.249500998,32,0,0.000999667,3000.0,2,0,0,0,0.0,0.0125821456786829,0,low
80812,0.052430998,41,0,0.378436927,6000.0,15,0,1,0,3.0,0.0175163286079255,0,low
80813,0.009999355,56,0,0.360281986,6666.0,6,0,2,0,0.0,0.0061453924596421,0,low
80814,0.080792034,56,0,0.229646088,6300.0,13,0,1,0,1.0,0.0092259225953398,0,low
80815,0.132026302,74,0,0.535259133,3530.0,12,0,2,0,0.0,0.0153788636928376,0,low
80816,0.085759314,53,0,4911.0,,18,0,2,0,0.0,0.0164973718451446,0,low
80817,0.113802623,55,0,0.339388384,12000.0,19,0,3,0,2.0,0.0239348238031066,0,low
80818,0.082982745,57,0,0.669332267,2500.0,9,0,1,0,0.0,0.0219875697089556,0,low
80819,0.010061987,77,0,0.313738663,5953.0,12,0,1,0,0.0,0.0054144471595118,0,low
80820,0.004481304,65,0,0.188962208,5000.0,12,0,0,0,0.0,0.0044885659219204,0,low
80821,0.439365699,72,0,3921.0,,9,0,2,0,0.0,0.0143829872806413,0,low
80822,0.68123303,47,0,0.802548825,12083.0,14,0,2,0,0.0,0.1820438754754872,1,medium
80823,0.109418173,53,0,0.341082365,8000.0,7,0,2,0,0.0,0.0128717781900584,0,low
80824,0.261665012,44,0,0.11931635,3100.0,3,0,0,0,1.0,0.0192133089186357,0,low
80825,0.018920362,51,1,0.022385917,101000.0,18,0,1,0,0.0,0.0496947414484906,0,low
80826,0.010348236,60,0,0.281239587,3000.0,6,0,0,0,0.0,0.0121179978376081,0,low
80827,0.856502242,48,1,0.293242989,5312.0,4,0,1,0,2.0,0.1356579384621501,1,medium
80828,0.219756049,50,2,0.602617706,5500.0,8,1,4,1,0.0,0.4055382148153248,1,medium
80829,0.9999999,40,0,30.0,,1,0,0,0,0.0,0.1255136341217898,1,medium
80830,0.01372769,40,0,0.042752438,85000.0,10,0,2,0,0.0,0.0105893609247182,0,low
80831,0.229072093,28,0,0.037985866,5659.0,4,0,0,0,0.0,0.0180650550508687,0,low
80832,0.054657415,54,1,1823.0,,12,0,2,0,1.0,0.0343758401208401,0,low
80833,0.144155437,29,0,0.49958368,1200.0,9,0,0,0,1.0,0.0331307219656889,0,low
80834,0.763236763,55,1,0.180803199,6000.0,5,0,0,0,1.0,0.095238336353785,0,low
80835,0.42981431,54,0,0.219469027,564.0,9,0,0,0,0.0,0.0517097596610011,0,low
80836,0.184818376,43,0,0.27574991,8300.0,11,0,1,0,1.0,0.0158964270715158,0,low
80837,0.05672521,59,0,0.237003058,7193.0,14,0,1,0,0.0,0.0105542034048203,0,low
80838,0.158028302,77,0,0.915833772,1900.0,18,1,1,0,0.0,0.1744594024794858,1,medium
80839,0.112012752,38,0,0.415609381,2600.0,10,0,0,0,0.0,0.0284159596104827,0,low
80840,0.0,27,0,0.0,,1,0,0,0,,0.0164591874544394,0,low
80841,0.318315698,45,4,0.539546045,10000.0,12,0,3,0,1.0,0.1629736216147831,1,medium
80842,0.954015328,78,3,0.134368836,4055.0,4,0,0,0,0.0,0.2188618826385129,1,medium
80843,0.960511727,47,0,0.273782651,3100.0,8,0,0,0,2.0,0.1223152761116677,1,medium
80844,0.84518626,88,1,3.618257261,481.0,5,1,2,0,0.0,0.3212015853330154,1,medium
80845,0.008207579,55,0,0.244705141,12700.0,5,0,2,0,0.0,0.0036968357847485,0,low
80846,0.039041194,46,2,0.352846975,5619.0,13,0,1,0,2.0,0.0704658064092454,0,low
80847,0.936695202,57,2,0.102606952,5983.0,10,0,0,2,0.0,0.3377563857275284,1,medium
80848,0.00878084,66,0,0.005452067,2200.0,8,0,0,0,0.0,0.0069721289917834,0,low
80849,0.5016666,31,0,0.585788252,5600.0,6,0,1,0,0.0,0.0529887292755173,0,low
80850,0.387244033,74,1,0.357331413,4166.0,15,0,2,0,0.0,0.0650664445996926,0,low
80851,0.274055503,68,0,1694.0,,5,0,2,0,0.0,0.0085833298878003,0,low
80852,0.206651305,54,0,0.314387917,2515.0,12,0,0,0,1.0,0.0312330159731034,0,low
80853,0.012764689,57,1,0.370589478,4732.0,20,0,2,0,0.0,0.0611220143477382,0,low
80854,0.993049337,43,1,0.757631126,9303.0,20,1,4,2,2.0,0.7583146381850043,1,high
80855,0.729189203,49,0,0.460825028,7223.0,10,0,2,0,2.0,0.0418533686567006,0,low
80856,0.0,68,0,0.0,1506.0,6,0,0,0,0.0,0.0049955843106557,0,low
80857,0.204079592,44,0,0.423992943,3400.0,3,0,1,0,0.0,0.014577089871112,0,low
80858,0.146003214,48,0,0.244036995,6162.0,6,0,1,0,1.0,0.0129146844700803,0,low
80859,0.074589486,36,0,0.332033593,3333.0,8,0,1,0,0.0,0.0109700845418316,0,low
80860,0.022565186,73,0,584.0,,5,0,1,0,,0.0035528767931574,0,low
80861,0.445674754,52,4,0.655761317,4859.0,16,0,2,1,0.0,0.3403730003555945,1,medium
80862,0.05596857,51,0,0.380624001,11890.0,12,0,2,0,0.0,0.0158015045789171,0,low
80863,0.684212805,42,0,0.282485876,11150.0,10,0,2,0,3.0,0.0363465205560035,0,low
80864,0.0,55,0,0.450443964,4166.0,5,0,2,0,0.0,0.0119367201270202,0,low
80865,0.088787967,56,0,0.481840906,6800.0,6,0,2,0,0.0,0.0077084513096843,0,low
80866,0.477166822,74,2,0.458204334,5490.0,12,0,2,0,0.0,0.1024972756228837,1,medium
80867,0.620854397,43,0,0.3665786,9083.0,11,0,3,0,2.0,0.0339706302398166,0,low
80868,0.019181382,37,0,0.357246728,4125.0,6,0,1,0,3.0,0.0103194824272232,0,low
80869,0.488605082,39,0,0.335444093,6000.0,7,0,1,0,0.0,0.0279120235752182,0,low
80870,1.094142062,34,0,0.327070707,4949.0,7,0,0,0,0.0,0.0720168424457763,0,low
80871,0.054251707,38,0,0.307528547,5166.0,4,0,1,0,0.0,0.0080127367103488,0,low
80872,0.9999999,72,0,334.0,,1,0,0,0,0.0,0.040577128050891,0,low
80873,0.78369702,41,0,1.08132249,7500.0,12,0,3,0,0.0,0.2380409446404713,1,medium
80874,0.41885832,54,0,0.297853572,3400.0,3,0,1,0,3.0,0.0297766067346595,0,low
80875,0.527431965,59,0,0.548663936,5126.0,14,0,2,0,0.0,0.0642762740191344,0,low
80876,0.077928089,55,0,3512.0,,18,0,4,0,0.0,0.0133315830504419,0,low
80877,0.355663477,56,0,0.281665069,7302.0,8,0,1,0,0.0,0.013264168092148,0,low
80878,0.221303488,50,0,0.393944937,10932.0,18,0,2,0,2.0,0.0321575008584356,0,low
80879,0.796708634,55,0,0.32419619,11600.0,14,0,2,0,1.0,0.037482661865941,0,low
80880,0.9999999,32,0,0.0,2600.0,1,0,0,0,2.0,0.1225897330093802,1,medium
80881,0.049742564,57,0,0.324715487,8083.0,10,0,1,0,1.0,0.0100255562588449,0,low
80882,0.027871033,61,0,0.837467605,2700.0,12,0,2,0,1.0,0.0206880020998186,0,low
80883,0.4273391,64,1,0.172256519,21705.0,9,0,1,0,1.0,0.0304392456491938,0,low
80884,0.0,48,0,0.158409242,4500.0,4,0,1,0,2.0,0.0133963786604299,0,low
80885,0.231833508,36,0,0.444784723,5550.0,10,0,1,0,0.0,0.0308236092412654,0,low
80886,0.191312629,56,0,0.153958409,8222.0,4,0,1,0,0.0,0.011631417989658,0,low
80887,0.601792794,49,1,0.293730074,4704.0,12,0,1,0,1.0,0.1097703060926886,1,medium
80888,0.066380965,43,0,0.400179252,8925.0,8,0,2,0,3.0,0.0126559050357531,0,low
80889,0.483905595,28,0,0.317326025,8391.0,18,0,1,0,0.0,0.0948584172771714,0,low
80890,0.240877299,69,0,1.313523132,2809.0,24,0,2,0,0.0,0.0380344443287334,0,low
80891,0.335123272,57,0,2639.0,,15,0,2,0,0.0,0.0205392785147232,0,low
80892,0.101787331,56,0,0.439657224,4200.0,7,0,1,0,3.0,0.0124052338353057,0,low
80893,0.025499393,81,0,0.068281938,453.0,11,0,0,0,0.0,0.0096418824003693,0,low
80894,0.0,49,0,0.226693327,4000.0,2,0,1,0,0.0,0.0138272963256768,0,low
80895,0.021563244,65,0,0.005076878,6893.0,7,0,0,0,0.0,0.004426576713804,0,low
80896,0.011998737,31,0,0.33868952,5600.0,8,1,1,0,3.0,0.1381868662796751,1,medium
80897,1.024243939,30,0,0.736770229,2928.0,13,0,0,0,0.0,0.2076947325004399,1,medium
80898,0.201617887,52,3,0.183494293,6833.0,18,0,0,0,0.0,0.0826582957249928,0,low
80899,0.0,39,0,0.230884558,2000.0,4,0,0,0,2.0,0.0174725606918785,0,low
80900,0.473203385,58,0,0.429176115,6614.0,8,0,2,0,2.0,0.0246525656063847,0,low
80901,0.9999999,75,0,0.101704309,7216.0,3,0,1,0,0.0,0.049381204091932,0,low
80902,0.709895773,54,0,0.490250975,10000.0,13,0,2,0,3.0,0.038246298848158,0,low
80903,0.251396547,71,0,0.725196556,5341.0,22,0,1,0,0.0,0.0225416129621162,0,low
80904,0.137027306,65,0,0.399275594,9386.0,12,0,2,0,1.0,0.0105928501511751,0,low
80905,0.682557317,55,2,0.101149808,6000.0,6,0,0,1,2.0,0.3142976956692123,1,medium
80906,0.013881177,33,1,627.0,0.0,3,0,1,1,3.0,0.1565707497304863,1,medium
80907,0.222199074,56,0,1900.0,,7,0,1,0,0.0,0.0104162532306824,0,low
80908,0.08508871,44,0,1301.0,,4,0,1,0,0.0,0.0072929336710981,0,low
80909,0.9999999,52,0,0.588125,3199.0,7,0,2,0,1.0,0.1093720799749125,1,medium
80910,0.084983044,59,0,2863.0,,7,0,2,0,0.0,0.0056916235547358,0,low
80911,0.107396431,68,0,556.0,,14,0,0,0,0.0,0.0074056197008726,0,low
80912,0.0,61,0,0.0,,1,0,0,0,,0.005742116839025,0,low
80913,0.018243167,42,0,0.181238616,8783.0,9,0,2,0,1.0,0.0080022641502257,0,low
80914,0.437775655,39,0,0.794819359,4400.0,19,0,4,0,2.0,0.1895762223609441,1,medium
80915,0.0066982,62,0,0.316736653,5000.0,5,0,1,0,1.0,0.0042052184675134,0,low
80916,0.607472174,29,0,0.114688531,10000.0,9,0,0,0,0.0,0.0538643208961063,0,low
80917,0.036926601,56,0,0.419852099,9600.0,8,0,3,0,1.0,0.0083113506606735,0,low
80918,0.196377656,54,0,0.211032951,2700.0,8,0,0,0,1.0,0.0278914641110148,0,low
80919,0.001709622,59,0,3146.0,,10,0,3,0,0.0,0.008324006488435,0,low
80920,0.076963748,48,0,0.01703301,114600.0,8,0,1,0,2.0,0.0111508151440896,0,low
80921,0.016813511,58,0,1766.0,0.0,11,0,1,0,1.0,0.0061967249747268,0,low
80922,0.610594688,49,0,0.688531147,10000.0,10,0,2,0,2.0,0.106004562892618,1,medium
80923,0.877913387,38,0,0.342119378,13050.0,11,0,1,0,0.0,0.07475810172665,0,low
80924,0.069967078,70,0,68.0,,9,0,0,0,0.0,0.0060740723184536,0,low
80925,0.163244542,51,0,0.199989095,18340.0,15,0,1,0,7.0,0.019927906497475,0,low
80926,0.0,54,0,0.378206057,6900.0,7,0,2,0,3.0,0.0153584131116346,0,low
80927,0.0,61,0,0.0,,4,0,0,0,0.0,0.0045762409033757,0,low
80928,0.094998565,57,0,0.271981543,3900.0,16,0,1,0,1.0,0.0150676494689089,0,low
80929,0.510520071,63,0,1.042795739,5350.0,16,0,1,0,0.0,0.0675811734678115,0,low
80930,0.060734528,46,0,0.093265749,6904.0,6,0,0,0,0.0,0.0077658610989056,0,low
80931,0.139180905,62,0,0.246615288,4800.0,7,0,1,0,1.0,0.008977124727187,0,low
80932,0.003951027,69,0,0.335952007,7000.0,6,0,1,0,0.0,0.0039322727393044,0,low
80933,1.215219062,28,0,0.403499028,3600.0,11,2,0,1,0.0,0.5219780477445328,1,high
80934,0.007998223,69,0,0.002639789,4166.0,2,0,0,0,0.0,0.0025293339336306,0,low
80935,0.0,73,0,1105.0,,7,0,1,0,0.0,0.0039655526011918,0,low
80936,0.403821939,25,0,0.051422695,5833.0,5,0,0,0,0.0,0.0317328559890167,0,low
80937,0.299058412,58,3,0.36580364,3900.0,9,0,0,0,1.0,0.103874373202019,1,medium
80938,0.358592856,72,0,0.22514777,1860.0,4,0,0,0,1.0,0.020167344714615,0,low
80939,0.0,53,0,0.0,8990.0,4,0,0,0,1.0,0.0110451295389494,0,low
80940,0.68822017,60,0,0.7025,2799.0,11,0,1,0,0.0,0.0775234522187959,0,low
80941,0.0,60,0,0.058335461,7833.0,10,0,0,0,0.0,0.0111811000049017,0,low
80942,0.008213699,39,0,0.387543253,2600.0,7,0,1,0,0.0,0.0088266913833198,0,low
80943,0.021447016,75,0,0.076538528,5800.0,14,0,0,0,0.0,0.0083718742500966,0,low
80944,0.209005762,63,0,0.121202003,2994.0,14,0,0,0,1.0,0.0319428249196358,0,low
80945,0.185760259,43,1,0.155684432,10000.0,6,0,1,0,1.0,0.0493355196956179,0,low
80946,0.688056717,34,0,0.56333169,2028.0,5,0,0,0,2.0,0.0786952321623365,0,low
80947,0.202220363,34,0,0.409584197,8200.0,7,0,2,0,1.0,0.0261383235017562,0,low
80948,0.9999999,41,0,0.144525836,5050.0,2,0,0,0,2.0,0.0892205469967315,0,low
80949,0.001203369,75,0,2.0,,5,0,0,0,0.0,0.0028075038043963,0,low
80950,0.028965701,76,0,0.003713755,7000.0,3,0,0,0,0.0,0.004844598931976,0,low
80951,0.682698088,54,0,5001.0,,11,2,2,0,1.0,0.1818229012631404,1,medium
80952,0.007852279,57,0,0.316500165,9108.0,7,0,2,0,1.0,0.0055310632060962,0,low
80953,0.75374875,52,1,2099.0,,4,5,1,0,,0.4418753765833133,1,medium
80954,0.2370091,48,0,1.22626456,6266.0,27,0,4,0,1.0,0.2153288587691906,1,medium
80955,0.275196502,40,0,0.358298491,5500.0,6,0,1,0,2.0,0.0184028885669101,0,low
80956,0.039991113,41,0,34.0,,3,0,0,0,0.0,0.0085972988215684,0,low
80957,0.027443662,55,0,0.199850019,8000.0,9,0,1,0,0.0,0.0076585337777468,0,low
80958,0.9999999,38,0,0.0,,1,0,0,0,,0.0715517775700811,0,low
80959,0.326672488,61,1,0.380944882,6349.0,6,0,2,0,0.0,0.0537689848908346,0,low
80960,0.179982504,60,0,0.838495971,5584.0,19,0,1,0,0.0,0.0306540530789446,0,low
80961,0.170825102,43,0,0.354571573,5916.0,10,0,1,0,0.0,0.0236322375219976,0,low
80962,0.016699394,54,0,1908.0,,17,0,2,0,1.0,0.0104534361737102,0,low
80963,0.820268483,44,0,0.668457578,4466.0,11,0,1,0,0.0,0.1028533330899538,1,medium
80964,0.0,48,0,0.523637789,12754.0,6,0,2,0,3.0,0.023385904197344,0,low
80965,0.631299948,37,0,0.296296296,2807.0,4,0,0,0,3.0,0.0740939144234496,0,low
80966,0.099356417,47,0,0.255274473,10000.0,10,0,2,0,2.0,0.0094448970649601,0,low
80967,0.96340366,48,0,0.227995758,6600.0,5,0,0,0,2.0,0.0593576702494527,0,low
80968,0.0,73,0,0.539638812,3266.0,10,0,2,0,0.0,0.0214581599625518,0,low
80969,0.663127975,50,0,0.354803766,12000.0,8,0,2,0,3.0,0.0235278112329433,0,low
80970,0.085652248,68,0,0.211901306,6200.0,4,0,1,0,0.0,0.0060321391495336,0,low
80971,0.890148213,61,0,2799.0,,9,0,1,0,0.0,0.0260007761179456,0,low
80972,0.010400698,68,0,12.0,,7,0,0,0,,0.0026587881174187,0,low
80973,0.021618832,44,0,1.320623623,5900.0,18,0,5,0,2.0,0.1188583752242401,1,medium
80974,0.024889431,62,0,0.201732948,4500.0,8,0,1,0,0.0,0.0055128508769752,0,low
80975,0.003560471,38,1,0.444285714,4199.0,6,0,1,0,1.0,0.0367129525182458,0,low
80976,0.01439964,58,0,0.191618977,5416.0,9,0,2,0,0.0,0.0071903662351364,0,low
80977,0.041493776,25,0,0.014361025,5500.0,7,0,0,0,0.0,0.0137824082521635,0,low
80978,0.473376331,47,0,2430.0,,4,0,1,0,0.0,0.0247988570214951,0,low
80979,0.062357799,53,0,0.276629783,7500.0,9,0,1,0,0.0,0.0084910753830925,0,low
80980,0.242187837,42,1,0.082870473,4500.0,4,0,1,0,3.0,0.097735355832712,0,low
80981,0.000124999,47,0,0.0,7303.0,5,0,0,0,0.0,0.0067651546207725,0,low
80982,0.9999999,44,0,0.0,3000.0,0,0,0,0,0.0,0.147013334167049,1,medium
80983,0.0,79,0,0.0,,2,0,0,0,0.0,0.0035327108137782,0,low
80984,0.811199395,34,1,0.788538155,3262.0,10,0,1,0,0.0,0.2294559190492819,1,medium
80985,0.142462679,52,0,0.284618545,7300.0,16,0,2,0,0.0,0.0123890270532029,0,low
80986,0.0,39,0,284.0,,7,0,0,0,2.0,0.0103761488297035,0,low
80987,0.755345737,68,1,4.887751938,3224.0,10,1,5,3,0.0,0.6101568607373373,1,high
80988,0.784243151,66,0,0.049387927,2368.0,2,2,0,0,3.0,0.3104547120427335,1,medium
80989,0.014754127,41,0,0.006802721,3527.0,6,0,0,0,3.0,0.0116521256219589,0,low
80990,0.233689108,56,0,0.325198539,17250.0,11,0,2,0,3.0,0.0195163189821418,0,low
80991,0.0,37,0,0.105811289,4800.0,3,0,0,0,0.0,0.0110684765935904,0,low
80992,0.325443787,76,1,0.409670165,2667.0,8,0,1,0,0.0,0.0584082261420646,0,low
80993,0.03380731,53,0,0.323384569,6700.0,9,0,2,0,4.0,0.0095863744807368,0,low
80994,0.05827419,71,0,0.18168833,7000.0,17,0,1,1,4.0,0.1420364238895752,1,medium
80995,0.018737398,53,0,0.193976478,12583.0,7,0,1,0,0.0,0.0054120769948099,0,low
80996,0.01187418,43,0,0.191201354,6500.0,14,0,1,0,1.0,0.0094748122044245,0,low
80997,0.170789513,28,0,0.181409295,2000.0,4,0,0,0,0.0,0.0223792307794441,0,low
80998,0.490658701,43,0,0.776815456,1500.0,6,0,0,0,2.0,0.0449873401458708,0,low
80999,0.006962705,72,0,1011.0,,10,0,1,0,,0.004714494196505,0,low
81000,0.233148085,59,1,1544.0,,12,0,1,0,1.0,0.0496267189010407,0,low
81001,0.023122333,72,0,1.702459508,1666.0,23,0,2,0,0.0,0.0199354900738443,0,low
81002,0.794588589,59,0,0.112581581,5515.0,7,0,0,0,1.0,0.0434501628749839,0,low
81003,0.84863446,57,2,0.288816504,8288.0,11,0,2,0,1.0,0.2204808882279946,1,medium
81004,0.0,54,0,0.0,,3,0,0,0,,0.0094003618026175,0,low
81005,0.0,66,0,97.0,,3,0,0,0,0.0,0.0045920710896695,0,low
81006,0.004623556,52,0,0.555460017,3488.0,10,0,1,0,1.0,0.0112134699935631,0,low
81007,0.046599068,56,0,0.245849005,10900.0,5,0,1,0,1.0,0.0044121710110302,0,low
81008,0.767048014,86,1,2423.0,,4,0,1,1,0.0,0.2081442571116561,1,medium
81009,0.106318205,42,1,0.500206868,4833.0,5,0,2,0,1.0,0.0595594510868606,0,low
81010,0.027134315,74,0,16.0,,2,0,0,0,,0.0029298726012254,0,low
81011,0.361279202,64,0,0.473728994,4700.0,23,0,0,0,0.0,0.0312436797414944,0,low
81012,0.019224503,68,0,0.006620727,7400.0,6,0,0,0,0.0,0.0052524255253916,0,low
81013,0.14892117,52,0,0.296100557,7000.0,9,0,1,0,0.0,0.0114877382744725,0,low
81014,0.272727273,39,0,0.236807676,2292.0,3,0,0,0,1.0,0.0213015846754565,0,low
81015,0.184423953,27,0,0.089502499,4200.0,3,1,0,0,0.0,0.1318821303435844,1,medium
81016,0.030741128,74,0,0.341963599,3900.0,6,0,0,0,0.0,0.0039599485996848,0,low
81017,0.990384985,43,2,0.714548051,4900.0,11,0,2,0,3.0,0.4265530923514128,1,medium
81018,0.098071033,60,1,0.42830834,3800.0,15,0,2,0,0.0,0.0434931151926293,0,low
81019,1.047952048,26,0,0.00996144,3111.0,3,0,0,2,0.0,0.2880261169610156,1,medium
81020,0.687309429,55,2,0.68052483,13108.0,26,0,3,0,0.0,0.2988659863543005,1,medium
81021,0.211440634,42,0,1359.0,,7,0,1,0,0.0,0.0153974584627253,0,low
81022,1.746268657,41,4,0.318218623,2469.0,6,0,0,0,2.0,0.4560118309379009,1,medium
81023,0.307813262,52,0,0.507431551,3834.0,31,0,0,0,2.0,0.034521181209534,0,low
81024,0.033069998,32,0,0.458154813,3500.0,13,0,1,0,0.0,0.0195834260871473,0,low
81025,0.107492322,69,0,773.0,,3,0,1,0,0.0,0.00391648169406,0,low
81026,0.024438021,57,0,52.0,0.0,5,0,0,0,0.0,0.0050646207160496,0,low
81027,0.121358317,69,0,4760.0,,26,0,2,0,1.0,0.0087459261746588,0,low
